id_x,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,id_y,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,id,operating_activity,investing_activity,financing_activity,net_cash_flow,net_profit_margin,debt_equity,free_cash_flow
61,ABB,Dec 2012,1653,1451,202.0,12.0,33,0,19,215,33.0,145,68.0,25.0,136.0,21.0,626.0,0.0,260.0,907.0,109.0,1.0,0.0,798.0,907.0,61.0,101.0,-59.0,-42.0,1.0,8.771929824561402,0.0,42.0
62,ABB,Mar 2014,2276,2009,267.0,12.0,49,0,22,295,33.0,198,93.0,25.0,137.0,21.0,767.0,0.0,351.0,1139.0,98.0,1.0,0.0,1040.0,1139.0,62.0,155.0,-144.0,-42.0,-31.0,8.699472759226714,0.0,11.0
62,ABB,Mar 2014,2276,2009,267.0,12.0,49,0,22,295,33.0,198,93.0,25.0,137.0,21.0,767.0,0.0,351.0,1139.0,98.0,1.0,0.0,1040.0,1139.0,73.0,0.0,0.0,0.0,0.0,8.699472759226714,0.0,0.0
63,ABB,Mar 2015,2289,1977,312.0,14.0,48,0,15,344,34.0,229,108.0,29.0,138.0,21.0,916.0,0.0,436.0,1374.0,96.0,4.0,0.0,1274.0,1374.0,63.0,215.0,-187.0,-58.0,-30.0,10.00436871996505,0.0,28.0
63,ABB,Mar 2015,2289,1977,312.0,14.0,48,0,15,344,34.0,229,108.0,29.0,138.0,21.0,916.0,0.0,436.0,1374.0,96.0,4.0,0.0,1274.0,1374.0,74.0,-35.0,-1864.0,1902.0,3.0,10.00436871996505,0.0,-1899.0
64,ABB,Mar 2016,2614,2250,365.0,14.0,50,3,14,398,36.0,255,120.0,29.0,139.0,21.0,1174.0,0.0,421.0,1616.0,108.0,3.0,0.0,1505.0,1616.0,64.0,249.0,-77.0,-80.0,91.0,9.755164498852334,0.0,172.0
64,ABB,Mar 2016,2614,2250,365.0,14.0,50,3,14,398,36.0,255,120.0,29.0,139.0,21.0,1174.0,0.0,421.0,1616.0,108.0,3.0,0.0,1505.0,1616.0,75.0,1544.0,-816.0,-722.0,6.0,9.755164498852334,0.0,728.0
65,ABB,Mar 2017,2903,2505,398.0,14.0,57,2,16,436,37.0,277,130.0,31.0,140.0,21.0,1366.0,0.0,679.0,2066.0,110.0,6.0,0.0,1950.0,2066.0,65.0,307.0,-155.0,-90.0,62.0,9.541853255253187,0.0,152.0
65,ABB,Mar 2017,2903,2505,398.0,14.0,57,2,16,436,37.0,277,130.0,31.0,140.0,21.0,1366.0,0.0,679.0,2066.0,110.0,6.0,0.0,1950.0,2066.0,76.0,2189.0,-1730.0,-455.0,4.0,9.541853255253187,0.0,459.0
66,ABB,Mar 2018,3298,2774,525.0,16.0,117,4,16,621,35.0,401,189.0,29.0,141.0,21.0,1672.0,0.0,723.0,2416.0,81.0,2.0,0.0,2333.0,2416.0,66.0,153.0,-215.0,-102.0,-165.0,12.15888417222559,0.0,-62.0
66,ABB,Mar 2018,3298,2774,525.0,16.0,117,4,16,621,35.0,401,189.0,29.0,141.0,21.0,1672.0,0.0,723.0,2416.0,81.0,2.0,0.0,2333.0,2416.0,77.0,2198.0,-3192.0,1589.0,596.0,12.15888417222559,0.0,-994.0
67,ABB,Mar 2019,3679,3074,605.0,16.0,113,2,17,699,36.0,450,212.0,31.0,142.0,21.0,1987.0,0.0,932.0,2941.0,105.0,1.0,0.0,2835.0,2941.0,67.0,499.0,-257.0,-143.0,99.0,12.23158466974721,0.0,242.0
67,ABB,Mar 2019,3679,3074,605.0,16.0,113,2,17,699,36.0,450,212.0,31.0,142.0,21.0,1987.0,0.0,932.0,2941.0,105.0,1.0,0.0,2835.0,2941.0,78.0,2591.0,-3050.0,38.0,-421.0,12.23158466974721,0.0,-459.0
68,ABB,Mar 2020,4093,3336,757.0,18.0,114,9,60,803,26.0,593,279.0,90.0,143.0,21.0,2410.0,175.0,940.0,3547.0,270.0,2.0,0.0,3275.0,3547.0,68.0,626.0,-401.0,-217.0,8.0,14.48815050085512,0.07198683669271905,225.0
68,ABB,Mar 2020,4093,3336,757.0,18.0,114,9,60,803,26.0,593,279.0,90.0,143.0,21.0,2410.0,175.0,940.0,3547.0,270.0,2.0,0.0,3275.0,3547.0,79.0,5437.0,-5643.0,1250.0,1045.0,14.48815050085512,0.07198683669271905,-206.0
69,ABB,Mar 2021,4310,3388,922.0,21.0,81,18,58,926,25.0,691,325.0,85.0,144.0,21.0,2581.0,153.0,1086.0,3840.0,251.0,1.0,0.0,3589.0,3840.0,69.0,727.0,-72.0,-582.0,73.0,16.03248259860789,0.05880092236740968,655.0
69,ABB,Mar 2021,4310,3388,922.0,21.0,81,18,58,926,25.0,691,325.0,85.0,144.0,21.0,2581.0,153.0,1086.0,3840.0,251.0,1.0,0.0,3589.0,3840.0,80.0,3784.0,-4009.0,-745.0,-969.0,16.03248259860789,0.05880092236740968,-225.0
70,ABB,Mar 2022,4913,3832,1082.0,22.0,83,19,66,1080,26.0,799,376.0,73.0,145.0,21.0,2799.0,152.0,1253.0,4224.0,271.0,1.0,0.0,3952.0,4224.0,70.0,948.0,-396.0,-637.0,-86.0,16.26297577854671,0.05390070921985816,552.0
70,ABB,Mar 2022,4913,3832,1082.0,22.0,83,19,66,1080,26.0,799,376.0,73.0,145.0,21.0,2799.0,152.0,1253.0,4224.0,271.0,1.0,0.0,3952.0,4224.0,81.0,4097.0,-3936.0,-235.0,-75.0,16.26297577854671,0.05390070921985816,161.0
71,ABB,Mar 2023,5349,4143,1206.0,23.0,154,16,70,1274,25.0,949,447.0,73.0,146.0,21.0,3167.0,113.0,1254.0,4556.0,237.0,4.0,0.0,4315.0,4556.0,71.0,893.0,-148.0,-639.0,107.0,17.74163395027108,0.03544542032622334,745.0
71,ABB,Mar 2023,5349,4143,1206.0,23.0,154,16,70,1274,25.0,949,447.0,73.0,146.0,21.0,3167.0,113.0,1254.0,4556.0,237.0,4.0,0.0,4315.0,4556.0,82.0,3777.0,-4699.0,923.0,2.0,17.74163395027108,0.03544542032622334,-922.0
72,ABB,Mar 2024,5849,4396,1453.0,25.0,248,12,71,1618,26.0,1201,565.0,73.0,147.0,21.0,3678.0,83.0,1411.0,5193.0,225.0,10.0,0.0,4958.0,5193.0,72.0,1213.0,-416.0,-745.0,52.0,20.53342451701145,0.02243849689105163,797.0
72,ABB,Mar 2024,5849,4396,1453.0,25.0,248,12,71,1618,26.0,1201,565.0,73.0,147.0,21.0,3678.0,83.0,1411.0,5193.0,225.0,10.0,0.0,4958.0,5193.0,83.0,6038.0,-4943.0,-543.0,551.0,20.53342451701145,0.02243849689105163,1095.0
73,ABB,TTM,6066,4519,1547.0,26.0,265,11,72,1728,,1285,605.0,,,,,,,,,,,,,,,,,,21.18364655456643,,
86,ADANIENSOL,Mar 2014,0,0,0.0,,0,0,0,0,0.0,0,0.0,,149.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,,0.0,0.0
87,ADANIENSOL,Mar 2015,131,29,101.0,78.0,3,73,37,-5,34.0,-7,0.0,0.0,150.0,1090.0,-7.0,9701.0,708.0,11492.0,10573.0,10.0,0.0,909.0,11492.0,85.0,-35.0,-1864.0,1902.0,3.0,-5.343511450381679,8.95752539242844,-1899.0
88,ADANIENSOL,Mar 2016,2194,267,1927.0,88.0,70,957,560,480,23.0,368,3.0,0.0,151.0,1100.0,1572.0,8585.0,489.0,11746.0,10060.0,258.0,20.0,1407.0,11746.0,86.0,1544.0,-816.0,-722.0,6.0,16.77301731996354,3.212949101796407,728.0
89,ADANIENSOL,Mar 2017,2876,893,1983.0,69.0,22,904,569,532,22.0,416,4.0,0.0,152.0,1100.0,1847.0,8975.0,890.0,12811.0,9853.0,1343.0,105.0,1510.0,12811.0,87.0,2189.0,-1730.0,-455.0,4.0,14.46453407510431,3.045469969460468,459.0
90,ADANIENSOL,Mar 2018,3944,1118,2826.0,72.0,111,886,579,1472,22.0,1143,10.0,0.0,153.0,1100.0,4957.0,10428.0,781.0,17265.0,9291.0,2353.0,0.0,5621.0,17265.0,88.0,2198.0,-3192.0,1589.0,596.0,28.98073022312373,1.721644378405151,-994.0
91,ADANIENSOL,Mar 2019,7305,4528,2778.0,38.0,336,1391,882,840,33.0,559,5.0,0.0,154.0,1100.0,6943.0,20137.0,4379.0,32558.0,24412.0,694.0,336.0,7117.0,32558.0,89.0,2591.0,-3050.0,38.0,-421.0,7.652292950034223,2.50366778565212,-459.0
92,ADANIENSOL,Mar 2020,11416,7158,4258.0,37.0,261,2238,1174,1107,36.0,706,7.0,0.0,155.0,1100.0,7399.0,24246.0,6966.0,39711.0,24924.0,2212.0,313.0,12262.0,39711.0,90.0,5437.0,-5643.0,1250.0,1045.0,6.184302733006307,2.852806212495588,-206.0
93,ADANIENSOL,Mar 2021,9926,5976,3950.0,40.0,1115,2117,1329,1620,20.0,1290,11.0,0.0,156.0,1100.0,7819.0,27095.0,7219.0,43234.0,26987.0,5255.0,442.0,10550.0,43234.0,91.0,3784.0,-4009.0,-745.0,-969.0,12.99617167036067,3.037896625182195,-225.0
94,ADANIENSOL,Mar 2022,11258,7051,4206.0,37.0,1286,2365,1427,1700,27.0,1236,11.0,0.0,157.0,1100.0,8813.0,29902.0,7650.0,47464.0,30272.0,5060.0,561.0,11572.0,47464.0,92.0,4097.0,-3936.0,-235.0,-75.0,10.97885947770474,3.016443054574801,161.0
95,ADANIENSOL,Mar 2023,13293,8775,4518.0,34.0,1583,2781,1608,1712,25.0,1281,11.0,0.0,158.0,1115.0,10634.0,34270.0,7913.0,53932.0,32645.0,6200.0,1370.0,13716.0,53932.0,93.0,3777.0,-4699.0,923.0,2.0,9.636650868878357,2.916843986722274,-922.0
96,ADANIENSOL,Mar 2024,16607,10896,5711.0,30.0,611,2767,1776,1780,33.0,1196,10.0,0.0,159.0,1115.0,11526.0,37070.0,8827.0,58538.0,38920.0,3003.0,766.0,15849.0,58538.0,94.0,6038.0,-4943.0,-543.0,551.0,7.201782380923707,2.93252116130053,1095.0
97,ADANIENSOL,TTM,22099,15507,6592.0,,-844,3183,1912,653,,589,6.0,,,,,,,,,,,,,,,,,,2.665278971899181,,
98,ADANIENT,Mar 2013,46375,40354,6021.0,13.0,1775,3492,2298,2005,39.0,1218,15.0,10.0,170.0,110.0,21286.0,69332.0,21143.0,111871.0,48770.0,29248.0,323.0,33529.0,111871.0,95.0,7666.0,-14790.0,7199.0,75.0,2.626415094339623,3.240418769863526,-7124.0
99,ADANIENT,Mar 2014,54947,45564,9383.0,17.0,1157,5703,3223,1614,-64.0,2646,20.0,7.0,171.0,110.0,23647.0,71980.0,22365.0,118102.0,70579.0,13574.0,288.0,33661.0,118102.0,96.0,8228.0,-8007.0,-1109.0,-888.0,4.815549529546654,3.029843835501115,221.0
100,ADANIENT,Mar 2015,64465,52015,12450.0,19.0,792,7056,3522,2663,14.0,2298,18.0,8.0,172.0,110.0,25618.0,83571.0,21420.0,130718.0,83834.0,6733.0,744.0,39407.0,130718.0,97.0,8532.0,-11465.0,3445.0,512.0,3.564725044597844,3.248250932835821,-2933.0
101,ADANIENT,Mar 2016,34008,32325,1684.0,5.0,1044,1357,314,1056,7.0,1000,9.0,4.0,173.0,110.0,13268.0,19169.0,9132.0,41679.0,10473.0,7705.0,805.0,22696.0,41679.0,98.0,5112.0,-1825.0,-3448.0,-161.0,2.940484591860739,1.432874869188219,3287.0
102,ADANIENT,Mar 2017,36533,34631,1902.0,5.0,749,1257,315,1079,25.0,925,9.0,4.0,174.0,110.0,14026.0,20846.0,12630.0,47611.0,13668.0,7731.0,1042.0,25170.0,47611.0,99.0,774.0,-1460.0,716.0,30.0,2.531957408370515,1.474674589700057,-686.0
103,ADANIENT,Mar 2018,35924,33886,2038.0,6.0,363,1250,664,487,23.0,594,7.0,6.0,175.0,110.0,14979.0,17637.0,23679.0,56405.0,10555.0,5526.0,1461.0,38864.0,56405.0,100.0,2942.0,-7649.0,5120.0,413.0,1.653490702594366,1.168864735900325,-4707.0
104,ADANIENT,Mar 2019,40379,38409,1969.0,5.0,504,1625,390,459,32.0,506,7.0,6.0,176.0,110.0,14646.0,11243.0,16537.0,42536.0,9020.0,5765.0,1511.0,26240.0,42536.0,101.0,3236.0,2487.0,-6158.0,-436.0,1.253126625225984,0.7619273515857956,5723.0
105,ADANIENT,Mar 2020,43403,41108,2294.0,5.0,872,1572,472,1122,29.0,1040,10.0,10.0,177.0,110.0,16837.0,12419.0,17509.0,46875.0,10476.0,7347.0,1952.0,27099.0,46875.0,102.0,2454.0,-1082.0,-221.0,1151.0,2.396147731723613,0.7328140673865581,1372.0
106,ADANIENT,Mar 2021,39537,37031,2506.0,6.0,494,1377,537,1086,31.0,1046,8.0,12.0,178.0,110.0,17049.0,16227.0,18231.0,51617.0,10838.0,8825.0,5503.0,26451.0,51617.0,103.0,4043.0,-8611.0,3109.0,-1459.0,2.645623087234742,0.9456844804475786,-4568.0
107,ADANIENT,Mar 2022,69420,65707,3714.0,5.0,1012,2526,1248,952,50.0,788,7.0,14.0,179.0,110.0,22147.0,41604.0,37726.0,101586.0,30123.0,23544.0,4292.0,43627.0,101586.0,104.0,1385.0,-17041.0,15901.0,246.0,1.135119562085854,1.869254616525138,-15656.0
108,ADANIENT,Mar 2023,127540,118722,8818.0,7.0,834,3969,2436,3247,32.0,2422,22.0,6.0,180.0,114.0,32937.0,53200.0,55027.0,141278.0,56881.0,24025.0,6310.0,54062.0,141278.0,105.0,17626.0,-15459.0,-1198.0,970.0,1.899012074643249,1.609633596562888,2167.0
109,ADANIENT,Mar 2024,96421,85044,11377.0,12.0,1146,4555,3042,4926,33.0,3335,28.0,5.0,181.0,114.0,38962.0,65310.0,56200.0,160586.0,65978.0,35180.0,8701.0,50728.0,160586.0,106.0,10312.0,-18767.0,8879.0,424.0,3.458790097592848,1.671358378544375,-8455.0
110,ADANIENT,TTM,102311,88418,13893.0,14.0,1489,4150,3541,7691,,6086,49.0,,,,,,,,,,,,,,,,,,5.948529483633235,,
111,ADANIGREEN,Mar 2017,502,98,403.0,80.0,80,334,333,-184,-75.0,-47,0.0,0.0,192.0,1274.0,-71.0,4347.0,610.0,6160.0,4341.0,267.0,26.0,1525.0,6160.0,107.0,28.0,-1511.0,1559.0,76.0,-9.362549800796813,3.613466334164589,-1483.0
112,ADANIGREEN,Mar 2018,1480,637,843.0,57.0,42,552,543,-210,-35.0,-138,-1.0,0.0,193.0,1564.0,-223.0,9864.0,4503.0,15709.0,9120.0,1725.0,87.0,4777.0,15709.0,108.0,649.0,-4428.0,3942.0,162.0,-9.324324324324325,7.355704697986577,-3779.0
113,ADANIGREEN,Mar 2019,2058,532,1526.0,74.0,73,1121,1062,-585,-19.0,-475,-3.0,0.0,194.0,1564.0,369.0,11142.0,1582.0,14658.0,10388.0,743.0,77.0,3449.0,14658.0,109.0,1625.0,-2666.0,1045.0,3.0,-23.08066083576287,5.764097258147957,-1041.0
114,ADANIGREEN,Mar 2020,2549,1098,1450.0,57.0,-111,995,394,-50,23.0,-68,0.0,0.0,195.0,1564.0,793.0,14866.0,1201.0,18424.0,12554.0,1208.0,476.0,4186.0,18424.0,110.0,1965.0,-3743.0,2161.0,383.0,-2.667712828560219,6.307170131523122,-1778.0
115,ADANIGREEN,Mar 2021,3124,883,2241.0,72.0,391,1953,486,193,6.0,182,1.0,0.0,196.0,1564.0,636.0,24209.0,2283.0,28692.0,16429.0,4452.0,502.0,7309.0,28692.0,111.0,1601.0,-9137.0,7083.0,-453.0,5.825864276568502,11.00409090909091,-7536.0
116,ADANIGREEN,Mar 2022,5133,1621,3512.0,68.0,507,2617,849,553,12.0,489,3.0,0.0,197.0,1564.0,1050.0,52832.0,3508.0,58954.0,28452.0,19999.0,574.0,10029.0,58954.0,112.0,3127.0,-18730.0,15986.0,383.0,9.526592635885448,20.21117061973986,-15603.0
117,ADANIGREEN,Mar 2023,7776,2806,4970.0,64.0,667,2911,1300,1426,32.0,973,6.0,0.0,198.0,1584.0,5720.0,54223.0,5382.0,66909.0,48336.0,5291.0,1149.0,12133.0,66909.0,113.0,7265.0,-3857.0,-2973.0,435.0,12.51286008230453,7.423740416210296,3408.0
118,ADANIGREEN,Mar 2024,9220,1902,7318.0,79.0,1262,5006,1903,1671,25.0,1260,7.0,0.0,199.0,1584.0,8250.0,64858.0,13394.0,88086.0,62284.0,6427.0,1515.0,17860.0,88086.0,114.0,7713.0,-21060.0,13953.0,606.0,13.66594360086768,6.595281675818589,-13347.0
119,ADANIGREEN,TTM,10782,2682,8100.0,75.0,891,4959,2323,1709,,1928,9.0,0.0,,,,,,,,,,,,,,,,,17.88165460953441,,
120,ADANIPORTS,Mar 2013,3577,1195,2382.0,67.0,344,542,422,1762,7.0,1639,8.0,12.0,201.0,401.0,5993.0,11620.0,3022.0,21035.0,11382.0,2951.0,222.0,6480.0,21035.0,115.0,1379.0,-5136.0,4138.0,381.0,45.82051998881744,1.817328745699093,-3757.0
121,ADANIPORTS,Mar 2014,4830,1910,2919.0,60.0,685,977,649,1978,12.0,1741,8.0,12.0,202.0,414.0,8351.0,12979.0,2933.0,24677.0,13163.0,2025.0,63.0,9426.0,24677.0,116.0,1132.0,-2510.0,772.0,-606.0,36.04554865424431,1.480775812892185,-1378.0
122,ADANIPORTS,Mar 2015,6152,2250,3902.0,63.0,686,1175,912,2501,7.0,2324,11.0,10.0,203.0,414.0,10351.0,17776.0,3541.0,32082.0,20527.0,1276.0,260.0,10020.0,32082.0,117.0,3057.0,-2485.0,-237.0,335.0,37.77633289986996,1.651277287505806,572.0
123,ADANIPORTS,Mar 2016,7109,2532,4577.0,64.0,730,1124,1063,3119,9.0,2856,14.0,8.0,204.0,414.0,13091.0,22342.0,2538.0,38385.0,20883.0,1967.0,545.0,14990.0,38385.0,118.0,2381.0,-4153.0,2170.0,398.0,40.17442678295119,1.65435024065161,-1772.0
124,ADANIPORTS,Mar 2017,8439,3021,5418.0,64.0,1037,1116,1160,4179,7.0,3902,19.0,7.0,205.0,414.0,17112.0,22214.0,3629.0,43369.0,21054.0,4514.0,1161.0,16641.0,43369.0,119.0,4063.0,-2629.0,-1325.0,109.0,46.23770588932338,1.267488303092548,1434.0
125,ADANIPORTS,Mar 2018,11323,4166,7157.0,63.0,844,1579,1188,5234,30.0,3690,18.0,11.0,206.0,414.0,20489.0,22370.0,3960.0,47233.0,22670.0,4545.0,1079.0,18938.0,47233.0,120.0,5608.0,-3846.0,-1889.0,-127.0,32.5885366069063,1.070181313687031,1762.0
126,ADANIPORTS,Mar 2019,10925,4330,6596.0,60.0,1289,1385,1373,5126,21.0,4045,19.0,1.0,207.0,414.0,23958.0,27712.0,4228.0,56311.0,28121.0,4483.0,782.0,22924.0,56311.0,121.0,6029.0,-4368.0,2313.0,3975.0,37.02517162471396,1.137042507795831,1661.0
127,ADANIPORTS,Mar 2020,11873,5926,5947.0,50.0,1928,1951,1680,4244,11.0,3785,19.0,17.0,208.0,406.0,25051.0,30242.0,6217.0,61917.0,32715.0,3216.0,1178.0,24808.0,61917.0,122.0,7402.0,-749.0,-4256.0,2397.0,31.8790533142424,1.187964017755431,6653.0
128,ADANIPORTS,Mar 2021,12550,3862,8688.0,69.0,1967,2255,2107,6292,20.0,5049,25.0,20.0,209.0,406.0,30035.0,35855.0,8285.0,74582.0,48291.0,3697.0,2236.0,20358.0,74582.0,123.0,7556.0,-14064.0,3514.0,-2994.0,40.23107569721115,1.17785223875694,-6508.0
129,ADANIPORTS,Mar 2022,17119,7591,9528.0,56.0,1832,2544,3099,5717,13.0,4953,23.0,22.0,210.0,422.0,41399.0,47935.0,8572.0,98328.0,62553.0,4023.0,3161.0,28591.0,98328.0,124.0,10420.0,-5493.0,-586.0,4341.0,28.93276476429698,1.146194495588341,4927.0
130,ADANIPORTS,Mar 2023,20852,9905,10947.0,52.0,327,2363,3425,5487,2.0,5391,25.0,20.0,211.0,432.0,44957.0,53434.0,13740.0,112563.0,72224.0,6637.0,7432.0,26271.0,112563.0,125.0,11900.0,-16716.0,-2734.0,-7550.0,25.85363514291195,1.177245588138095,-4816.0
131,ADANIPORTS,Mar 2024,26711,11121,15589.0,58.0,671,2733,3888,9639,16.0,8104,38.0,16.0,212.0,432.0,52346.0,49470.0,14751.0,116999.0,75148.0,10936.0,4289.0,26627.0,116999.0,126.0,15018.0,-6768.0,-7800.0,450.0,30.33956048070083,0.9373223691689719,8250.0
132,ADANIPORTS,TTM,28443,11278,17165.0,60.0,1039,2591,4053,11560,,9743,45.0,,,,,,,,,,,,,,,,,,34.25447386000071,,
133,ADANIPORTS,Mar 2013,3577,1195,2382.0,67.0,344,542,422,1762,7.0,1639,8.0,12.0,201.0,401.0,5993.0,11620.0,3022.0,21035.0,11382.0,2951.0,222.0,6480.0,21035.0,115.0,1379.0,-5136.0,4138.0,381.0,45.82051998881744,1.817328745699093,-3757.0
134,ADANIPORTS,Mar 2014,4830,1910,2919.0,60.0,685,977,649,1978,12.0,1741,8.0,12.0,202.0,414.0,8351.0,12979.0,2933.0,24677.0,13163.0,2025.0,63.0,9426.0,24677.0,116.0,1132.0,-2510.0,772.0,-606.0,36.04554865424431,1.480775812892185,-1378.0
135,ADANIPORTS,Mar 2015,6152,2250,3902.0,63.0,686,1175,912,2501,7.0,2324,11.0,10.0,203.0,414.0,10351.0,17776.0,3541.0,32082.0,20527.0,1276.0,260.0,10020.0,32082.0,117.0,3057.0,-2485.0,-237.0,335.0,37.77633289986996,1.651277287505806,572.0
136,ADANIPORTS,Mar 2016,7109,2532,4577.0,64.0,730,1124,1063,3119,9.0,2856,14.0,8.0,204.0,414.0,13091.0,22342.0,2538.0,38385.0,20883.0,1967.0,545.0,14990.0,38385.0,118.0,2381.0,-4153.0,2170.0,398.0,40.17442678295119,1.65435024065161,-1772.0
137,ADANIPORTS,Mar 2017,8439,3021,5418.0,64.0,1037,1116,1160,4179,7.0,3902,19.0,7.0,205.0,414.0,17112.0,22214.0,3629.0,43369.0,21054.0,4514.0,1161.0,16641.0,43369.0,119.0,4063.0,-2629.0,-1325.0,109.0,46.23770588932338,1.267488303092548,1434.0
138,ADANIPORTS,Mar 2018,11323,4166,7157.0,63.0,844,1579,1188,5234,30.0,3690,18.0,11.0,206.0,414.0,20489.0,22370.0,3960.0,47233.0,22670.0,4545.0,1079.0,18938.0,47233.0,120.0,5608.0,-3846.0,-1889.0,-127.0,32.5885366069063,1.070181313687031,1762.0
139,ADANIPORTS,Mar 2019,10925,4330,6596.0,60.0,1289,1385,1373,5126,21.0,4045,19.0,1.0,207.0,414.0,23958.0,27712.0,4228.0,56311.0,28121.0,4483.0,782.0,22924.0,56311.0,121.0,6029.0,-4368.0,2313.0,3975.0,37.02517162471396,1.137042507795831,1661.0
140,ADANIPORTS,Mar 2020,11873,5926,5947.0,50.0,1928,1951,1680,4244,11.0,3785,19.0,17.0,208.0,406.0,25051.0,30242.0,6217.0,61917.0,32715.0,3216.0,1178.0,24808.0,61917.0,122.0,7402.0,-749.0,-4256.0,2397.0,31.8790533142424,1.187964017755431,6653.0
141,ADANIPORTS,Mar 2021,12550,3862,8688.0,69.0,1967,2255,2107,6292,20.0,5049,25.0,20.0,209.0,406.0,30035.0,35855.0,8285.0,74582.0,48291.0,3697.0,2236.0,20358.0,74582.0,123.0,7556.0,-14064.0,3514.0,-2994.0,40.23107569721115,1.17785223875694,-6508.0
142,ADANIPORTS,Mar 2022,17119,7591,9528.0,56.0,1832,2544,3099,5717,13.0,4953,23.0,22.0,210.0,422.0,41399.0,47935.0,8572.0,98328.0,62553.0,4023.0,3161.0,28591.0,98328.0,124.0,10420.0,-5493.0,-586.0,4341.0,28.93276476429698,1.146194495588341,4927.0
143,ADANIPORTS,Mar 2023,20852,9905,10947.0,52.0,327,2363,3425,5487,2.0,5391,25.0,20.0,211.0,432.0,44957.0,53434.0,13740.0,112563.0,72224.0,6637.0,7432.0,26271.0,112563.0,125.0,11900.0,-16716.0,-2734.0,-7550.0,25.85363514291195,1.177245588138095,-4816.0
144,ADANIPORTS,Mar 2024,26711,11121,15589.0,58.0,671,2733,3888,9639,16.0,8104,38.0,16.0,212.0,432.0,52346.0,49470.0,14751.0,116999.0,75148.0,10936.0,4289.0,26627.0,116999.0,126.0,15018.0,-6768.0,-7800.0,450.0,30.33956048070083,0.9373223691689719,8250.0
145,ADANIPORTS,TTM,28443,11278,17165.0,60.0,1039,2591,4053,11560,,9743,45.0,,,,,,,,,,,,,,,,,,34.25447386000071,,
146,ADANIPOWER,Mar 2013,6692,5732,960.0,14.0,215,1703,1290,-1818,26.0,-2295,-10.0,0.0,214.0,2393.0,1900.0,41795.0,8599.0,54688.0,29089.0,18976.0,22.0,6600.0,54688.0,127.0,3001.0,-4064.0,861.0,-203.0,-34.2946802151823,9.735616119263918,-1063.0
147,ADANIPOWER,Mar 2014,15328,10735,4593.0,30.0,137,4162,1937,-1370,-79.0,-291,-1.0,0.0,215.0,2872.0,3671.0,44150.0,8045.0,58739.0,46365.0,3660.0,115.0,8599.0,58739.0,128.0,3238.0,-4700.0,1631.0,169.0,-1.898486430062631,6.747669264863212,-1462.0
148,ADANIPOWER,Mar 2015,18683,14005,4678.0,25.0,1188,4864,1818,-816,0.0,-816,-3.0,0.0,216.0,2872.0,2853.0,44742.0,8008.0,58474.0,45080.0,191.0,357.0,12846.0,58474.0,129.0,5824.0,-4737.0,-1144.0,-58.0,-4.367606915377617,7.815196506550218,1087.0
149,ADANIPOWER,Mar 2016,25377,16575,8802.0,35.0,-201,5560,2666,375,-47.0,551,2.0,0.0,217.0,3334.0,4134.0,52729.0,15597.0,75794.0,56941.0,88.0,0.0,18765.0,75794.0,130.0,5257.0,-2692.0,-2713.0,-148.0,2.171257437837412,7.06065881092662,2565.0
150,ADANIPOWER,Mar 2017,22616,16635,5980.0,26.0,-3666,5902,2672,-6260,-1.0,-6174,-16.0,0.0,218.0,3857.0,-857.0,52484.0,16027.0,71511.0,54391.0,125.0,164.0,16831.0,71511.0,131.0,4725.0,-1212.0,-3539.0,-26.0,-27.29925716307039,17.49466666666667,3513.0
151,ADANIPOWER,Mar 2018,20304,14868,5436.0,27.0,754,5570,2699,-2079,0.0,-2103,-5.0,0.0,219.0,3857.0,-2968.0,52835.0,15804.0,69528.0,52137.0,120.0,0.0,17271.0,69528.0,132.0,5101.0,-520.0,-4600.0,-19.0,-10.35756501182033,59.43194600674916,4581.0
152,ADANIPOWER,Mar 2019,23884,18901,4983.0,21.0,2448,5657,2751,-976,1.0,-984,-3.0,0.0,220.0,3857.0,3855.0,46980.0,13293.0,67985.0,50419.0,350.0,3.0,17213.0,67985.0,133.0,5610.0,-984.0,-4663.0,-37.0,-4.119912912409982,6.091804979253112,4626.0
153,ADANIPOWER,Mar 2020,26468,20734,5734.0,22.0,323,5315,3006,-2265,0.0,-2275,-6.0,0.0,221.0,3857.0,2624.0,55199.0,13346.0,75025.0,55846.0,2347.0,3.0,16830.0,75025.0,134.0,5598.0,-2304.0,-2377.0,917.0,-8.595284872298626,8.517049837987965,3294.0
154,ADANIPOWER,Mar 2021,26221,17533,8688.0,33.0,1909,5106,3202,2289,45.0,1270,3.0,0.0,222.0,3857.0,9256.0,52519.0,13175.0,78806.0,52851.0,6439.0,20.0,19495.0,78806.0,135.0,7014.0,-2188.0,-5655.0,-828.0,4.84344609282636,4.005109433386716,4826.0
